sname_0,name_1,mother_2,birthday_3,birthmonth_4,birthdate_5,matgroup_6,currentgroup_7,sex_8,birthyear_9,mom_10,dad_11,father_12,conceptiondate_13,concepday_14,conceptmonth_15,conceptyear_16,momgrp_17,dadgrp_18
PIP,PIP     ,Preg    ,1,MAR,01/03/1977,Alto's   ,unknown  ,Female  ,1977,PRE,unknown, ------,05/09/1976,5,SEP,1976,1,unknown
FOK,FOKA    ,Fem     ,26,MAR,26/03/1977,Alto's   ,unknown  ,Male    ,1977,FEM,unknown, ------,02/10/1976,2,OCT,1976,1,unknown
HOD,HODI    ,Handle  ,6,MAY,06/05/1977,Alto's   ,unknown  ,Male    ,1977,HAN,unknown, ------,14/11/1976,14,NOV,1976,1,unknown
SLA,SLANT   ,unknown ,1,JUL,01/07/1977,Stud's   ,unknown  ,Male    ,1977,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
SPI,SPIKE   ,Scar    ,24,JUL,24/07/1977,Alto's   ,unknown  ,Male    ,1977,SCA,unknown, ------,24/01/1977,24,JAN,1977,1,unknown
PNT,PEANUT  ,Plum    ,25,JUL,25/07/1977,Alto's   ,unknown  ,Male    ,1977,PLU,unknown, ------,01/02/1977,1,FEB,1977,1,unknown
CUI,CHUI    ,unknown ,21,SEP,21/09/1977,Olkenya  ,unknown  ,Male    ,1977,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
VIX,VIXEN   ,Vee     ,1,OCT,01/10/1977,Alto's   ,unknown  ,Female  ,1977,VEE,unknown, ------,31/03/1977,31,MAR,1977,1,unknown
LON,LONA    ,Lista   ,23,OCT,23/10/1977,Hook's   ,unknown  ,Female  ,1977,LIS,unknown, ------,28/04/1977,28,APR,1977,2,unknown
KPM,KUPIMA  ,Kupita  ,24,OCT,24/10/1977,Hook's   ,unknown  ,Female  ,1977,KUP,unknown, ------,29/04/1977,29,APR,1977,2,unknown
RON,RONO    ,Ruka    ,24,OCT,24/10/1977,Hook's   ,unknown  ,Male    ,1977,RUK,unknown, ------,29/04/1977,29,APR,1977,2,unknown
SIL,SILA    ,Slinky  ,2,NOV,02/11/1977,Alto's   ,unknown  ,Female  ,1977,SLI,unknown, ------,05/05/1977,5,MAY,1977,1,unknown
GNA,GINA    ,Gina    ,22,NOV,22/11/1977,Alto's   ,unknown  ,Female  ,1977,GIN,unknown, ------,26/05/1977,26,MAY,1977,1,unknown
THO,THOTH   ,unknown ,1,JAN,01/01/1978,immigrant,unknown  ,Male    ,1978,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
SEP,SEPAL   ,Spot    ,3,JAN,03/01/1978,Alto's   ,unknown  ,Female  ,1978,SPO,unknown, ------,13/07/1977,13,JUL,1977,1,unknown
LAM,LAMU    ,Lois    ,10,JAN,10/01/1978,Hook's   ,unknown  ,Female  ,1978,LOI,unknown, ------,16/07/1977,16,JUL,1977,2,unknown
MAR,MARIO   ,Mom     ,17,FEB,17/02/1978,Alto's   ,unknown  ,Male    ,1978,MOM,unknown, ------,29/08/1977,29,AUG,1977,1,unknown
LE1,LEINA   ,unknown ,19,FEB,19/02/1978,Olkenya  ,unknown  ,Male    ,1978,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
OML,OMLET   ,Oval    ,27,FEB,27/02/1978,Alto's   ,unknown  ,Male    ,1978,OVA,unknown, ------,08/09/1977,8,SEP,1977,1,unknown
NAM,NAMI    ,Nubbin  ,19,MAR,19/03/1978,Hook's   ,unknown  ,Male    ,1978,NUB,unknown, ------,22/09/1977,22,SEP,1977,2,unknown
FLO,FLORET  ,Fem     ,12,APR,12/04/1978,Alto's   ,unknown  ,Female  ,1978,FEM,unknown, ------,12/10/1977,12,OCT,1977,1,unknown
GOL,GOLON   ,unknown ,1,JUL,01/07/1978,immigrant,unknown  ,Male    ,1978,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
EME,EMET    ,Este    ,12,JUL,12/07/1978,Alto's   ,unknown  ,Male    ,1978,EST,unknown, ------,06/01/1978,6,JAN,1978,1,unknown
PKL,PEDUNKL ,Pindua  ,6,AUG,06/08/1978,Hook's   ,unknown  ,Female  ,1978,PIN,unknown, ------,09/02/1978,9,FEB,1978,2,unknown
NEL,NELSON  ,unknown ,25,AUG,25/08/1978,Stud's   ,unknown  ,Male    ,1978,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
KAK,KAKA    ,unknown ,12,SEP,12/09/1978,Lodge    ,unknown  ,Male    ,1978,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
HUX,HUXLEY  ,unknown ,1,JAN,01/01/1979,immigrant,unknown  ,Male    ,1979,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
HUL,HULK    ,Handle  ,31,JAN,31/01/1979,Alto's   ,unknown  ,Female  ,1979,HAN,unknown, ------,11/08/1978,11,AUG,1978,1,unknown
GIZ,GIZA    ,unknown ,1,JUN,01/06/1979,immigrant,unknown  ,Male    ,1979,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
LEM,LEMUR   ,unknown ,1,JUL,01/07/1979,immigrant,unknown  ,Male    ,1979,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
PER,PEREZ   ,unknown ,1,JUL,01/07/1979,immigrant,unknown  ,Male    ,1979,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
KAN,KANGA   ,Kupita  ,6,AUG,06/08/1979,Hook's   ,unknown  ,Female  ,1979,KUP,unknown, ------,09/02/1979,9,FEB,1979,2,unknown
GIL,GILES   ,Gin     ,16,AUG,16/08/1979,Alto's   ,unknown  ,Male    ,1979,GIN,unknown, ------,18/02/1979,18,FEB,1979,1,unknown
PUT,PUTZ    ,Plum    ,16,AUG,16/08/1979,Alto's   ,unknown  ,Male    ,1979,PLU,unknown, ------,18/02/1979,18,FEB,1979,1,unknown
PIC,PICHKA  ,Preg    ,16,AUG,16/08/1979,Alto's   ,unknown  ,Female  ,1979,PRE,unknown, ------,20/02/1979,20,FEB,1979,1,unknown
DAW,DAWN    ,Dotty   ,16,AUG,16/08/1979,Alto's   ,unknown  ,Female  ,1979,DOT,unknown, ------,23/02/1979,23,FEB,1979,1,unknown
RAS,RASTA   ,Ruka    ,30,AUG,30/08/1979,Hook's   ,unknown  ,Male    ,1979,RUK,unknown, ------,05/03/1979,5,MAR,1979,2,unknown
SYB,SYBIL   ,Sister  ,14,SEP,14/09/1979,Hook's   ,unknown  ,Female  ,1979,SIS,unknown, ------,20/03/1979,20,MAR,1979,2,unknown
SIK,SIKU    ,Spot    ,29,SEP,29/09/1979,Alto's   ,unknown  ,Female  ,1979,SPO,unknown, ------,03/04/1979,3,APR,1979,1,unknown
CER,CERES   ,Cete    ,18,OCT,18/10/1979,Alto's   ,unknown  ,Female  ,1979,CET,unknown, ------,22/04/1979,22,APR,1979,1,unknown
NIM,NIMROD  ,Nazu    ,30,OCT,30/10/1979,Alto's   ,unknown  ,Male    ,1979,NAZ,unknown, ------,09/05/1979,9,MAY,1979,1,unknown
FAL,FALSTAFF,Fanny   ,3,NOV,03/11/1979,Alto's   ,unknown  ,Male    ,1979,FAN,unknown, ------,08/05/1979,8,MAY,1979,1,unknown
POC,POCO    ,Pindua  ,12,DEC,12/12/1979,Hook's   ,unknown  ,Female  ,1979,PIN,unknown, ------,17/06/1979,17,JUN,1979,2,unknown
STO,STREAKER,Striper ,29,DEC,29/12/1979,Alto's   ,unknown  ,Female  ,1979,STR,unknown, ------,05/07/1979,5,JUL,1979,1,unknown
TYC,TYCHO   ,unknown ,1,JAN,01/01/1980,immigrant,unknown  ,Male    ,1980,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
NGL,NIGEL   ,Nubbin  ,10,JAN,10/01/1980,Hook's   ,unknown  ,Male    ,1980,NUB,unknown, ------,16/07/1979,16,JUL,1979,2,unknown
JUH,JUHA    ,unknown ,20,FEB,20/02/1980,Lodge    ,unknown  ,Female  ,1980,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
RUT,RUTO    ,unknown ,29,FEB,29/02/1980,Stud's   ,unknown  ,Male    ,1980,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
SHE,SHERLOCK,unknown ,1,MAR,01/03/1980,immigrant,unknown  ,Male    ,1980,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
VOO,VOODOO  ,Vee     ,20,MAR,20/03/1980,Alto's   ,unknown  ,Female  ,1980,VEE,unknown, ------,23/09/1979,23,SEP,1979,1,unknown
SCH,SCHERZO ,Scar    ,28,MAY,28/05/1980,Alto's   ,unknown  ,Female  ,1980,SCA,unknown, ------,17/11/1979,17,NOV,1979,1,unknown
SLU,SLUGGO  ,Slinky  ,27,JUN,27/06/1980,Alto's   ,unknown  ,Male    ,1980,SLI,unknown, ------,29/12/1979,29,DEC,1979,1,unknown
FAT,FATSO   ,unknown ,1,JUL,01/07/1980,Stud's   ,unknown  ,Male    ,1980,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
PIU,PIUS    ,unknown ,3,JUL,03/07/1980,immigrant,unknown  ,Male    ,1980,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
DAD,DADA    ,unknown ,4,JUL,04/07/1980,Lodge    ,unknown  ,Female  ,1980,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
WHI,WHISKEY ,Winter  ,25,AUG,25/08/1980,Hook's   ,unknown  ,Female  ,1980,WIN,unknown, ------,22/02/1980,22,FEB,1980,2,unknown
KAR,KARIM   ,unknown ,4,OCT,04/10/1980,immigrant,unknown  ,Male    ,1980,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
HUG,HUGO    ,Handle  ,30,OCT,30/10/1980,Alto's   ,unknown  ,Male    ,1980,HAN,unknown, ------,01/05/1980,1,MAY,1980,1,unknown
CYM,CYMBAL  ,Cete    ,25,NOV,25/11/1980,Alto's   ,unknown  ,Male    ,1980,CET,unknown, ------,07/06/1980,7,JUN,1980,1,unknown
LOO,LOOP    ,Lista   ,11,DEC,11/12/1980,Hook's   ,unknown  ,Male    ,1980,LIS,unknown, ------,15/06/1980,15,JUN,1980,2,unknown
OSB,OSBORNE ,unknown ,1,MAR,01/03/1981,Lodge    ,unknown  ,Male    ,1981,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
KAT,KATHRYN ,Kupita  ,9,MAR,09/03/1981,Hook's   ,unknown  ,Female  ,1981,KUP,unknown, ------,15/09/1980,15,SEP,1980,2,unknown
PAB,PABLO   ,Pindua  ,30,MAR,30/03/1981,Hook's   ,unknown  ,Male    ,1981,PIN,unknown, ------,10/10/1980,10,OCT,1980,2,unknown
GRT,GRETCHEN,Gin     ,8,APR,08/04/1981,Alto's   ,unknown  ,Female  ,1981,GIN,unknown, ------,12/10/1980,12,OCT,1980,1,unknown
NGG,NOGGIN  ,Nubbin  ,12,MAY,12/05/1981,Hook's   ,unknown  ,Male    ,1981,NUB,unknown, ------,23/11/1980,23,NOV,1980,2,unknown
EMB,EMBE    ,Eta     ,30,MAY,30/05/1981,Hook's   ,unknown  ,Female  ,1981,ETA,unknown, ------,03/12/1980,3,DEC,1980,2,unknown
VER,VERA    ,Vee     ,1,JUL,01/07/1981,Alto's   ,unknown  ,Female  ,1981,VEE,unknown, ------,01/01/1981,1,JAN,1981,1,unknown
ADA,ADAM    ,unknown ,1,JUL,01/07/1981,immigrant,unknown  ,Male    ,1981,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
POM,POMBE   ,Plum    ,13,JUL,13/07/1981,Alto's   ,unknown  ,Female  ,1981,PLU,unknown, ------,19/01/1981,19,JAN,1981,1,unknown
DUS,DUSTY   ,Dotty   ,5,AUG,05/08/1981,Alto's   ,unknown  ,Female  ,1981,DOT,unknown, ------,08/02/1981,8,FEB,1981,1,unknown
JIN,JINGA   ,Janet   ,11,AUG,11/08/1981,Alto's   ,unknown  ,Female  ,1981,JNT,unknown, ------,19/02/1981,19,FEB,1981,1,unknown
NEP,NEPTUNE ,Nazu    ,17,AUG,17/08/1981,Alto's   ,unknown  ,Male    ,1981,NAZ,unknown, ------,18/02/1981,18,FEB,1981,1,unknown
PRO,PROTON  ,Preg    ,11,SEP,11/09/1981,Alto's   ,unknown  ,Female  ,1981,PRE,unknown, ------,12/03/1981,12,MAR,1981,1,unknown
HOB,HOBBES  ,unknown ,12,SEP,12/09/1981,Stud's   ,unknown  ,Male    ,1981,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
FAV,FAVAS   ,Fanny   ,20,SEP,20/09/1981,Alto's   ,unknown  ,Male    ,1981,FAN,unknown, ------,28/03/1981,28,MAR,1981,1,unknown
STE,STERLING,Striper ,26,SEP,26/09/1981,Alto's   ,unknown  ,Male    ,1981,STR,unknown, ------,08/04/1981,8,APR,1981,1,unknown
DIS,DISCO   ,unknown ,1,OCT,01/10/1981,Olkenya  ,unknown  ,Male    ,1981,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
SPA,SPACKLE ,unknown ,5,OCT,05/10/1981,Alto's   ,unknown  ,Male    ,1981,SAF,unknown, ------,12/04/1981,12,APR,1981,1,unknown
SP6,SP6     ,Spetter ,5,OCT,05/10/1981,Alto's   ,unknown  ,Male    ,1981,SPE,unknown, ------,24/12/1994,24,DEC,1994,1.3,unknown
SEZ,SEZNA   ,Summer  ,11,OCT,11/10/1981,Alto's   ,unknown  ,Male    ,1981,SUM,unknown, ------,23/04/1981,23,APR,1981,1,unknown
VEC,VECTOR  ,unknown ,1,NOV,01/11/1981,Lodge    ,unknown  ,Male    ,1981,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
WAN,WANG    ,unknown ,1,NOV,01/11/1981,Lodge    ,unknown  ,Male    ,1981,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
SP7,SP7     ,Spetter ,8,NOV,08/11/1981,Alto's   ,unknown  ,Female  ,1981,SPE,unknown, ------,13/05/1981,13,MAY,1981,1.3,unknown
SPE,SPETTER ,unknown ,8,NOV,08/11/1981,Alto's   ,unknown  ,Female  ,1981,SPO,unknown, ------,13/05/1981,13,MAY,1981,1,unknown
ALO,ALOE    ,Alice   ,5,DEC,05/12/1981,Alto's   ,unknown  ,Female  ,1981,ALI,unknown, ------,11/06/1981,11,JUN,1981,1,unknown
PEP,PEPO    ,Penny   ,8,DEC,08/12/1981,Hook's   ,unknown  ,Male    ,1981,PEN,unknown, ------,17/06/1981,17,JUN,1981,2,unknown
FUP,FUPI    ,unknown ,1,JAN,01/01/1982,Stud's   ,unknown  ,Male    ,1982,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
NIX,NIX     ,Neena   ,3,JAN,03/01/1982,Hook's   ,unknown  ,Female  ,1982,NEE,unknown, ------,01/07/1981,1,JUL,1981,2,unknown
SON,SONY    ,unknown ,5,JAN,05/01/1982,immigrant,unknown  ,Male    ,1982,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
EPP,EPPO    ,Eno     ,13,JAN,13/01/1982,Alto's   ,unknown  ,Female  ,1982,ENO,unknown, ------,23/07/1981,23,JUL,1981,1,unknown
WIM,WIMBI   ,Willy   ,31,JAN,31/01/1982,Hook's   ,unknown  ,Male    ,1982,WIL,unknown, ------,07/08/1981,7,AUG,1981,2,unknown
LIN,LINDA   ,Lois    ,31,JAN,31/01/1982,Hook's   ,unknown  ,Female  ,1982,LOI,unknown, ------,08/08/1981,8,AUG,1981,2,unknown
PRU,PRUDY   ,Pindua  ,31,JAN,31/01/1982,Hook's   ,unknown  ,Female  ,1982,PIN,unknown, ------,09/08/1981,9,AUG,1981,2,unknown
BIN,BINTI   ,unknown ,25,FEB,25/02/1982,Lodge    ,unknown  ,Female  ,1982,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
STA,STADI   ,Sita    ,3,MAR,03/03/1982,Alto's   ,unknown  ,Female  ,1982,SIT,unknown, ------,23/09/1996,23,SEP,1996,1.3,unknown
HEI,HEIDI   ,Handle  ,10,MAR,10/03/1982,Alto's   ,unknown  ,Female  ,1982,HAN,unknown, ------,19/09/1981,19,SEP,1981,1,unknown
SCI,SCION   ,Scar    ,11,MAR,11/03/1982,Alto's   ,unknown  ,Female  ,1982,SCA,unknown, ------,14/09/1981,14,SEP,1981,1,unknown
SOL,SOLO    ,Sister  ,21,APR,21/04/1982,Hook's   ,unknown  ,Male    ,1982,SIS,unknown, ------,26/10/1981,26,OCT,1981,2,unknown
WEM,WEMA    ,Winter  ,24,APR,24/04/1982,Hook's   ,unknown  ,Female  ,1982,WIN,unknown, ------,16/10/1981,16,OCT,1981,2,unknown
MOC,MOCCA   ,Moja    ,25,APR,25/04/1982,Hook's   ,unknown  ,Female  ,1982,MOJ,unknown, ------,14/11/1981,14,NOV,1981,2,unknown
ZOD,ZODIAC  ,unknown ,11,MAY,11/05/1982,immigrant,unknown  ,Male    ,1982,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
LAY,LAYLA   ,Lista   ,14,MAY,14/05/1982,Hook's   ,unknown  ,Female  ,1982,LIS,unknown, ------,16/11/1981,16,NOV,1981,2,unknown
XRA,XRAY    ,unknown ,22,JUN,22/06/1982,Olkenya  ,unknown  ,Female  ,1982,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
RAH,RAHA    ,Rembo   ,4,JUL,04/07/1982,Lodge    ,unknown  ,Female  ,1982,REM,NGU,Ngule   ,07/01/1982,7,JAN,1982,3,9
TAA,TAABU   ,Tatu    ,10,AUG,10/08/1982,Hook's   ,unknown  ,Male    ,1982,TAT,unknown, ------,21/03/1982,21,MAR,1982,2,unknown
KUZ,KUZA    ,Kupita  ,21,SEP,21/09/1982,Hook's   ,unknown  ,Male    ,1982,KUP,unknown, ------,01/04/1982,1,APR,1982,2,unknown
PIL,PILI    ,Plum    ,29,NOV,29/11/1982,Alto's   ,unknown  ,Female  ,1982,PLU,unknown, ------,19/06/1982,19,JUN,1982,1,unknown
POL,POLE    ,Plum    ,29,NOV,29/11/1982,Alto's   ,unknown  ,Male    ,1982,PLU,unknown, ------,19/06/1982,19,JUN,1982,1,unknown
LAB,LABDA   ,Lona    ,24,DEC,24/12/1982,Hook's   ,unknown  ,Female  ,1982,LON,unknown, ------,07/07/1982,7,JUL,1982,2,unknown
GHA,GHALI   ,Gin     ,1,JAN,01/01/1983,Alto's   ,unknown  ,Male    ,1983,GIN,unknown, ------,14/07/1982,14,JUL,1982,1,unknown
DEN,DENNIS  ,unknown ,1,JAN,01/01/1983,immigrant,unknown  ,Male    ,1983,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
KAD,KADA    ,unknown ,1,JAN,01/01/1983,immigrant,unknown  ,Male    ,1983,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
KEI,KEITH   ,unknown ,1,JAN,01/01/1983,Stud's   ,unknown  ,Male    ,1983,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
ENY,ENYI    ,Eta     ,4,JAN,04/01/1983,Hook's   ,unknown  ,Male    ,1983,ETA,unknown, ------,07/07/1982,7,JUL,1982,2,unknown
ANU,ANU     ,unknown ,4,JAN,04/01/1983,immigrant,unknown  ,Male    ,1983,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
AMI,AMIGO   ,unknown ,7,JAN,07/01/1983,immigrant,unknown  ,Male    ,1983,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
SAN,SANA    ,Safi    ,20,FEB,20/02/1983,Alto's   ,unknown  ,Female  ,1983,SAF,unknown, ------,01/09/1982,1,SEP,1982,1,unknown
TIP,TIPTIP  ,unknown ,1,MAR,01/03/1983,Olkenya  ,unknown  ,Male    ,1983,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
GEO,GEORGE  ,unknown ,1,MAR,01/03/1983,Stud's   ,unknown  ,Male    ,1983,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
FUN,FUNDI   ,Fanny   ,22,MAR,22/03/1983,Alto's   ,unknown  ,Male    ,1983,FAN,unknown, ------,19/10/1982,19,OCT,1982,1,unknown
NYO,NYOTA   ,Nubbin  ,24,MAR,24/03/1983,Hook's   ,unknown  ,Female  ,1983,NUB,unknown, ------,10/10/1982,10,OCT,1982,2,unknown
ELF,ELFU    ,Eno     ,22,APR,22/04/1983,Alto's   ,unknown  ,Male    ,1983,ENO,unknown, ------,01/11/1982,1,NOV,1982,1,unknown
INZ,INZI    ,Slinky  ,26,MAY,26/05/1983,Alto's   ,unknown  ,Male    ,1983,SLI,unknown, ------,28/11/1982,28,NOV,1982,1,unknown
LUC,LUCY    ,Lamu    ,30,MAY,30/05/1983,Hook's   ,unknown  ,Female  ,1983,LAM,unknown, ------,10/12/1982,10,DEC,1982,2,unknown
JUB,JUBA    ,unknown ,1,JUL,01/07/1983,Lodge    ,unknown  ,Male    ,1983,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
TAN,TANA    ,unknown ,1,JUL,01/07/1983,Olkenya  ,unknown  ,Male    ,1983,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
CHE,CHEKA   ,Cete    ,5,JUL,05/07/1983,Alto's   ,unknown  ,Female  ,1983,CET,unknown, ------,10/01/1983,10,JAN,1983,1,unknown
DUD,DUDU    ,Dotty   ,5,JUL,05/07/1983,Alto's   ,unknown  ,Female  ,1983,DOT,unknown, ------,11/01/1983,11,JAN,1983,1,unknown
NDU,NDUNI   ,Neena   ,17,JUL,17/07/1983,Hook's   ,unknown  ,Female  ,1983,NEE,unknown, ------,24/01/1983,24,JAN,1983,2,unknown
POS,POSHO   ,Pindua  ,19,JUL,19/07/1983,Hook's   ,unknown  ,Male    ,1983,PIN,unknown, ------,21/01/1983,21,JAN,1983,2,unknown
SIF,SIFA    ,Spot    ,21,JUL,21/07/1983,Alto's   ,unknown  ,Female  ,1983,SPO,unknown, ------,19/01/1983,19,JAN,1983,1,unknown
OMO,OMO     ,Oreo    ,25,JUL,25/07/1983,Alto's   ,unknown  ,Female  ,1983,ORE,unknown, ------,24/01/1983,24,JAN,1983,1,unknown
TAI,TAI     ,Bunda   ,1,SEP,01/09/1983,Lodge    ,unknown  ,Male    ,1983,BUN,unknown, ------,07/03/1983,7,MAR,1983,3,unknown
HEK,HEKO    ,Handle  ,3,SEP,03/09/1983,Alto's   ,unknown  ,Female  ,1983,HAN,unknown, ------,05/03/1983,5,MAR,1983,1,unknown
MSW,MSWAKI  ,Moja    ,4,SEP,04/09/1983,Hook's   ,unknown  ,Male    ,1983,MOJ,unknown, ------,15/03/1983,15,MAR,1983,2,unknown
POG,POGO    ,Preg    ,9,SEP,09/09/1983,Alto's   ,unknown  ,Male    ,1983,PRE,unknown, ------,20/03/1983,20,MAR,1983,1,unknown
JIT,JITU    ,Janet   ,18,SEP,18/09/1983,Alto's   ,unknown  ,Male    ,1983,JNT,unknown, ------,29/03/1983,29,MAR,1983,1,unknown
VUM,VUMBI   ,Vixen   ,25,SEP,25/09/1983,Alto's   ,unknown  ,Male    ,1983,VIX,unknown, ------,31/03/1983,31,MAR,1983,1,unknown
SPY,SPY     ,unknown ,3,OCT,03/10/1983,immigrant,unknown  ,Male    ,1983,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
PWA,PWANI   ,Penny   ,20,OCT,20/10/1983,Hook's   ,unknown  ,Female  ,1983,PEN,unknown, ------,29/04/1983,29,APR,1983,2,unknown
LEN,LENGA   ,Lista   ,23,OCT,23/10/1983,Hook's   ,unknown  ,Female  ,1983,LIS,unknown, ------,25/04/1983,25,APR,1983,2,unknown
CHU,CHUMVI  ,Summer  ,26,OCT,26/10/1983,Alto's   ,unknown  ,Female  ,1983,SUM,unknown, ------,06/05/1983,6,MAY,1983,1,unknown
UJI,UJI     ,Umbo    ,1,NOV,01/11/1983,Lodge    ,unknown  ,Male    ,1983,UMB,unknown, ------,07/05/1983,7,MAY,1983,3,unknown
ZID,ZIDI    ,Zuma    ,1,NOV,01/11/1983,Lodge    ,unknown  ,Male    ,1983,ZUM,unknown, ------,07/05/1983,7,MAY,1983,3,unknown
ZI9,ZI9     ,Lizzy   ,1,NOV,01/11/1983,Lodge    ,unknown  ,Male    ,1983,LIZ,unknown, ------,10/07/2015,10,JUL,2015,2.212,unknown
WAC,WACHA   ,Willy   ,14,NOV,14/11/1983,Hook's   ,unknown  ,Female  ,1983,WIL,unknown, ------,23/05/1983,23,MAY,1983,2,unknown
NYA,NYAYO   ,Nazu    ,11,DEC,11/12/1983,Alto's   ,unknown  ,Female  ,1983,NAZ,unknown, ------,12/06/1983,12,JUN,1983,1,unknown
FUM,FUMBO   ,Fanny   ,18,DEC,18/12/1983,Alto's   ,unknown  ,Female  ,1983,FAN,unknown, ------,23/06/1983,23,JUN,1983,1,unknown
KAL,KALI    ,Kupita  ,10,JAN,10/01/1984,Hook's   ,unknown  ,Female  ,1984,KUP,unknown, ------,17/07/1983,17,JUL,1983,2,unknown
ZEN,ZENITH  ,unknown ,27,MAR,27/03/1984,immigrant,unknown  ,Male    ,1984,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
VOI,VOI     ,Vee     ,19,APR,19/04/1984,Alto's   ,unknown  ,Female  ,1984,VEE,unknown, ------,22/10/1983,22,OCT,1983,1,unknown
NIP,NIPO    ,Neena   ,28,APR,28/04/1984,Hook's   ,unknown  ,Female  ,1984,NEE,unknown, ------,02/11/1983,2,NOV,1983,2,unknown
KWA,KWANZA  ,Kupima  ,3,MAY,03/05/1984,Hook's   ,unknown  ,Male    ,1984,KPM,unknown, ------,02/11/1983,2,NOV,1983,2,unknown
JUU,JUU     ,Jadu    ,15,MAY,15/05/1984,Lodge    ,unknown  ,Female  ,1984,JAD,TUL,Tulal   ,19/11/1983,19,NOV,1983,3,9
LEL,LELE    ,Lona    ,17,JUN,17/06/1984,Hook's   ,unknown  ,Female  ,1984,LON,unknown, ------,25/12/1983,25,DEC,1983,2,unknown
JOE,JOE     ,unknown ,1,JUL,01/07/1984,Stud's   ,unknown  ,Male    ,1984,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
DOW,DHOW    ,unknown ,6,JUL,06/07/1984,immigrant,unknown  ,Male    ,1984,unknown,unknown, ------,DDMMMYYYY,DD,MMM,YYYY,unknown,unknown
GOD,GODOT   ,Gin     ,24,JUL,24/07/1984,Alto's   ,unknown  ,Male    ,1984,GIN,unknown, ------,24/01/1984,24,JAN,1984,1,unknown
JES,JESHI   ,Juha    ,3,AUG,03/08/1984,Lodge    ,unknown  ,Male    ,1984,JUH,TUL,Tulal   ,05/02/1984,5,FEB,1984,3,9
PUR,PURITY  ,unknown ,26,AUG,26/08/1984,Olkenya  ,unknown  ,Female  ,1984,unknown,unknown, ------,unknown,DD,MMM,YYYY,unknown,unknown
REG,REGGAE  ,Rembo   ,13,SEP,13/09/1984,Lodge    ,unknown  ,Female  ,1984,REM,TUL,Tulal   ,19/03/1984,19,MAR,1984,3,9
MWE,MWEZI   ,Mali    ,16,SEP,16/09/1984,Lodge    ,unknown  ,Female  ,1984,MAL,unknown, ------,22/03/1984,22,MAR,1984,3,unknown
